DateTime,activity,M,z,m
22-Feb-16 10:23 AM,0,,,
22-Feb-16 10:24 AM,0,,,
22-Feb-16 10:25 AM,0,,,
22-Feb-16 10:26 AM,0,,,
22-Feb-16 10:27 AM,0,,,
22-Feb-16 10:28 AM,0,,,
22-Feb-16 10:29 AM,0,,,
22-Feb-16 10:30 AM,0,,,
22-Feb-16 10:31 AM,0,,,
22-Feb-16 10:32 AM,0,,,
22-Feb-16 10:33 AM,0,,,
22-Feb-16 10:34 AM,0,,,
22-Feb-16 10:35 AM,26,,,
22-Feb-16 10:36 AM,0,,,
22-Feb-16 10:37 AM,0,,,
22-Feb-16 10:38 AM,0,,,
22-Feb-16 10:39 AM,0,,,
22-Feb-16 10:40 AM,0,,,
22-Feb-16 10:41 AM,0,,,
22-Feb-16 10:42 AM,0,,,
22-Feb-16 10:43 AM,20,,,
22-Feb-16 10:44 AM,0,,,
22-Feb-16 10:45 AM,0,,,
22-Feb-16 10:46 AM,0,,,
22-Feb-16 10:47 AM,0,,,
22-Feb-16 10:48 AM,0,,,
22-Feb-16 10:49 AM,0,,,
22-Feb-16 10:50 AM,0,,,
22-Feb-16 10:51 AM,0,,,
22-Feb-16 10:52 AM,0,,,
22-Feb-16 10:53 AM,0,,,
22-Feb-16 10:54 AM,0,,,
22-Feb-16 10:55 AM,0,,,
22-Feb-16 10:56 AM,0,,,
22-Feb-16 10:57 AM,0,,,
22-Feb-16 10:58 AM,0,,,
22-Feb-16 10:59 AM,0,,,
22-Feb-16 11:00 AM,0,,,
22-Feb-16 11:01 AM,0,,,
22-Feb-16 11:02 AM,0,,,
22-Feb-16 11:03 AM,0,,,
22-Feb-16 11:04 AM,0,,,
22-Feb-16 11:05 AM,0,,,
22-Feb-16 11:06 AM,0,,,
22-Feb-16 11:07 AM,0,,,
22-Feb-16 11:08 AM,0,,,
22-Feb-16 11:09 AM,0,,,
22-Feb-16 11:10 AM,0,,,
22-Feb-16 11:11 AM,0,,,
22-Feb-16 11:12 AM,0,,,
22-Feb-16 11:13 AM,0,,,
22-Feb-16 11:14 AM,0,,,
22-Feb-16 11:15 AM,0,,,
22-Feb-16 11:16 AM,0,,,
22-Feb-16 11:17 AM,0,,,
22-Feb-16 11:18 AM,0,,,
22-Feb-16 11:19 AM,0,,,
22-Feb-16 11:20 AM,0,,,
22-Feb-16 11:21 AM,0,,,
22-Feb-16 11:22 AM,0,,,
22-Feb-16 11:23 AM,0,,,
22-Feb-16 11:24 AM,0,,,
22-Feb-16 11:25 AM,0,,,
22-Feb-16 11:26 AM,0,,,
22-Feb-16 11:27 AM,0,,,
22-Feb-16 11:28 AM,0,,,
22-Feb-16 11:29 AM,0,,,
22-Feb-16 11:30 AM,0,,,
22-Feb-16 11:31 AM,0,,,
22-Feb-16 11:32 AM,0,,,
22-Feb-16 11:33 AM,0,,,
22-Feb-16 11:34 AM,0,,,
22-Feb-16 11:35 AM,0,,,
